大类,实现大类,执行/处理类型,测试用例ID,功能模块,子功能,优先级,难度,实现状态,原始自动化建议,推荐运行命令,脚本文件,查看建议,实现标题,Tags,后续建议,测试步骤/描述,预期结果,前置条件/备注
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-009,病历档案,治疗阶段选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,治疗阶段选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 选择治疗阶段,选项回填成功,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-010,病历档案,用药情况选择,P0,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,用药情况选择,"medical,conditional,p0",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 打开用药情况 → 选择一个药品 → 完成,已选药品显示在触发器中,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-011,病历档案,自定义用药,P0,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,自定义用药添加,"medical,conditional,p0",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,打开用药情况 → 输入自定义药名 → 添加 → 完成,自定义药名显示,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-012,病历档案,自定义用药 Emoji,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,自定义用药 Emoji 展示,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,输入包含 Emoji/特殊字符的药名,保存后展示不乱码,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-013,病历档案,自定义药名超长,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,自定义药名超长提示,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,输入超过长度限制的药名,提示单个药品名称最多 30 个字,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-014,病历档案,暂未用药,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,暂未用药选项,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,用药情况选择“暂未用药”,其他药品选择被清空,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-015,病历档案,不确定,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,不确定用药选项,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,用药情况选择“不确定”,其他药品选择被清空,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-016,病历档案,用药时长选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,用药时长选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 选择用药时长,选项回填成功,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-017,病历档案,保存修改,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案保存修改,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,修改任一结构化字段 → 保存,保存成功，退出编辑态，新数据可见,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-018,病历档案,多字段保存,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案多字段保存,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,修改多个字段 → 保存,所有字段均保存成功,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-019,病历档案,男性隐藏月经状态,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,男性隐藏月经状态,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,男性账号进入病历档案,不展示月经状态字段,男性账号
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-020,病历档案,不同关注情况字段变化,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,不同关注情况字段变化,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,不同 currentConcern 账号进入,字段按规则展示,需多账号或造数据
七、健康档案页 /medical-records,❌ 未实现,需求待定/可手动验证,CX-MED-021,病历档案,未保存返回提示,P1/P0,Med,未实现-需求待定/可手动验证,视需求,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,编辑后不保存直接返回,若产品要求，应提示未保存；若当前无设计，则不纳入 P0,需产品确认
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-022,MVP限制,单档案限制,P1,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,MVP 单档案限制,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入健康档案页,仅展示一个病历档案卡片，无新增/切换档案入口,当前 MVP 设计
七、健康档案页 /medical-records,❌ 未实现,需专用账号/破坏性专项,CX-MED-023,清空后档案,清空后健康档案空态,P1,Med,未实现-需专用账号/破坏性专项,是，专用账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,专用账号已有结构化档案和病历文档 → 账号安全确认清空 → 进入健康档案,病历档案显示“尚未填写病历信息”，病历文档为空态,覆盖已有档案删除
七、健康档案页 /medical-records,❌ 未实现,需专用账号/破坏性专项,CX-MED-024,清空后档案,删除后重建结构化档案,P1,Med,未实现-需专用账号/破坏性专项,是，专用账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,执行清空健康档案后 → 进入健康档案 → 编辑病历档案并保存用药/治疗阶段等字段,保存成功，重新生成 medical_records；刷新后新字段仍存在,用户重点场景：已有档案删除再重建
七、健康档案页 /medical-records,❌ 未实现,需专用账号/慢速专项,CX-MED-025,清空后档案,删除后重新上传文档,P1,Hard,未实现-需专用账号/慢速专项,是，慢/专用账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,清空后进入病历上传 → 上传有效病历图片 → OCR 成功确认,新病历文档出现在列表，旧文档不恢复,依赖 OCR/OSS
七、健康档案页 /medical-records,✅ 已实现,破坏性/需专用账号,CX-MED-026,清空后档案,清空不影响个人信息授权对话,P1,Med,已实现-破坏性/需专用账号,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,清空不影响个人信息授权对话,"medical,account-security,destructive,p1",已接入但需要专用账号/可回滚数据。,清空健康档案后查看个人信息、健康授权、对话历史,昵称/生日/性别/currentConcern 保留；健康授权不重复弹；对话历史仍可打开,`purgeMedicalData` 只删 medical_records/documents/OSS
七、健康档案页 /medical-records,❌ 未实现,需接口辅助,CX-MED-027,清空后档案,旧文档详情不可再访问,P1,Med,未实现-需接口辅助,是/接口辅助,,,需增加接口辅助或测试环境开关，再补 UI 自动化验证。,,,需增加接口辅助或测试环境开关，再补 UI 自动化验证。,记录清空前文档详情页/接口ID → 清空后再次打开旧文档,页面无法展示旧文档，接口返回文档不存在或列表无该项,验证删除彻底性
七、健康档案页 /medical-records,❌ 未实现,建议接口自动化,CX-MED-028,病历档案,非法字段后端拒绝,P2,Med,未实现-建议接口自动化,接口自动化,,,优先补 API/契约层自动化；UI 只保留入口或错误提示抽样。,,,优先补 API/契约层自动化；UI 只保留入口或错误提示抽样。,男性账号或非肿瘤关注账号通过接口提交 menstrualStatus/tumorType 等不可见字段,后端返回“当前关注情况不允许更新字段”或非法字段错误,前端隐藏不等于后端信任
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-029,病历档案,关注情况切换隐藏旧扩展字段,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,关注情况切换隐藏旧扩展字段,"medical,profile,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,肿瘤关注账号先保存 tumorType 等 → 切 currentConcern 为结节随访 → 回健康档案,扩展字段在 UI 隐藏；基础字段和用药仍可编辑保存,旧 JSON 数据可存在但不可见/不可再更新
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-030,病历档案,自定义用药分隔去重,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,自定义用药分隔去重,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,输入“药A，药A、药B；药B。”并添加/保存,最终仅展示“药A、药B”，末尾标点被清理,splitMedicationCustom/joinMedicationCustom
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-031,病历档案,未点添加的自定义药随保存提交,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,未点添加的自定义药随保存提交,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,用药下拉中输入自定义药名但不点添加 → 直接点档案保存,该自定义药仍被提交并显示,handleSave 合并 pendingCustomNames
七、健康档案页 /medical-records,❌ 未实现,半自动/建议手动专项,CX-MED-032,病历档案,保存接口限流,P2,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,1秒内连续点击保存或直接接口连续 POST /medical,第二次被限流或按钮 loading 防重复；不会写出重复异常状态,后端 rl:medical 1秒1次
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-033,病历档案,折叠/取消丢弃未保存变更,P1,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,折叠/取消丢弃未保存变更并退出编辑态,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入编辑修改字段 → 点击取消或折叠箭头,恢复 initialData，未保存内容不出现在摘要,当前实现编辑中点折叠会调用 cancel
七、健康档案页 /medical-records,❌ 未实现,建议接口自动化,CX-MED-034,病历档案,未授权直接保存403,P2,Med,未实现-建议接口自动化,接口自动化,,,优先补 API/契约层自动化；UI 只保留入口或错误提示抽样。,,,优先补 API/契约层自动化；UI 只保留入口或错误提示抽样。,未 health_profile 授权账号绕过UI直接 POST /medical,后端返回403“需要先完成健康档案授权”,验证服务端授权边界
八、病历文档上传 / OCR,📂 大类,,八、病历文档上传 / OCR,,,,,,,,,,,,,,,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-001,病历上传,进入上传页,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,进入上传病历页,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,健康档案页点击右上角 + 或上传第一份病历,进入上传病历图片页面,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-002,病历上传,上传页元素,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,上传病历页元素展示,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入上传页,展示拍照、从相册选择、取消,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-003,病历上传,取消上传,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,取消上传病历,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击取消,返回健康档案列表页,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-004,病历上传,选择图片预览,P0,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,选择图片预览,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,设置 JPG/PNG 文件到 file input,图片预览出现,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-005,病历上传,删除图片,P1,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,删除图片,"ocr,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传图片后点击删除,图片预览消失,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-006,病历上传,开始识别按钮,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,开始识别按钮,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传图片后观察页面,显示“开始识别（1张）”,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-007,病历上传,不支持格式,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历上传不支持格式,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传 txt/HEIC/TIFF 等不支持格式,提示不支持图片格式，请转 JPG/PNG,fast 推荐
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-008,病历上传,单张超过 10MB,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历上传单张超过 10MB,"ocr,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传超大图片,提示单张图片不能超过 10MB,需准备大图片
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-009,病历上传,最多 10 张,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历上传最多 10 张,"ocr,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传超过 10 张图片,提示最多上传 10 张，仅保留前 N 张,
八、病历文档上传 / OCR,❌ 未实现,慢速/nightly专项,CX-OCR-010,OCR识别,正常病历识别,P1,Hard,未实现-慢速/nightly专项,是，慢,,,可补 nightly 慢速自动化，不建议进入 P0 fast。,,,可补 nightly 慢速自动化，不建议进入 P0 fast。,上传有效病历图片 → 开始识别,显示识别中，最终识别完成,依赖 OCR/AI 后端
八、病历文档上传 / OCR,❌ 未实现,慢速/nightly专项,CX-OCR-011,OCR识别,识别后生成文档,P1,Hard,未实现-慢速/nightly专项,是，慢,,,可补 nightly 慢速自动化，不建议进入 P0 fast。,,,可补 nightly 慢速自动化，不建议进入 P0 fast。,OCR 成功后确认,返回列表，新增病历文档,
八、病历文档上传 / OCR,❌ 未实现,慢速/nightly专项,CX-OCR-012,OCR识别,非健康图片,P2,Hard,未实现-慢速/nightly专项,是，慢,,,可补 nightly 慢速自动化，不建议进入 P0 fast。,,,可补 nightly 慢速自动化，不建议进入 P0 fast。,上传非健康相关图片 → 开始识别,失败或提示无法识别健康信息,不建议放 fast
八、病历文档上传 / OCR,❌ 未实现,半自动/建议手动专项,CX-OCR-013,OCR识别,网络异常重试,P2,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,模拟 OCR 接口失败,显示解析失败，可重试,需 mock/断网
八、病历文档上传 / OCR,✅ 已实现,条件自动化,CX-OCR-014,病历文档,查看详情,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,查看病历文档详情,"ocr,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,有文档时点击文档卡片,进入详情页，展示标题、日期、图片,需有文档
八、病历文档上传 / OCR,✅ 已实现,条件自动化,CX-OCR-015,病历文档,图片预览,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历文档图片预览,"ocr,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击病历图片,打开大图预览,
八、病历文档上传 / OCR,❌ 未实现,需专用账号/破坏性专项,CX-OCR-016,病历文档,删除文档,P1,Med,未实现-需专用账号/破坏性专项,是，测试账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,详情页点击删除,确认后文档从列表消失,会破坏数据
八、病历文档上传 / OCR,❌ 未实现,半自动/建议手动专项,CX-OCR-017,病历上传,多图总请求体超过10MB,P1,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,上传多张图片使压缩后 JSON body 超过10MB → 开始识别,前端展示请求体过大/解析失败提示，可回到 idle 重试,后端 bodyLimit=10MB
八、病历文档上传 / OCR,❌ 未实现,半自动/建议手动专项,CX-OCR-018,OCR识别,OCR接口限流,P2,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,10秒内连续点击开始识别或直接调用 `/medical/ocr` 两次,第二次被限流或显示失败提示，不产生重复文档,后端 rl:ocr 10秒1次
八、病历文档上传 / OCR,❌ 未实现,半自动/建议手动专项,CX-OCR-019,OCR识别,失败后重试保留预览,P1,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,上传图片 → 模拟 OCR 500 → 点击重试,回到可提交状态且原图片预览仍保留，可再次开始识别,MedicalOcr status error→idle
八、病历文档上传 / OCR,❌ 未实现,慢速/nightly专项,CX-OCR-020,OCR识别,成功后自动填充档案字段,P1,Hard,未实现-慢速/nightly专项,是，慢,,,可补 nightly 慢速自动化，不建议进入 P0 fast。,,,可补 nightly 慢速自动化，不建议进入 P0 fast。,上传可识别病历 → OCR 成功 → 返回健康档案,可识别字段回填到病历档案卡，用户核对后可保存/继续编辑,onFieldsExtracted 更新 medicalProfileData
八、病历文档上传 / OCR,❌ 未实现,半自动/建议手动专项,CX-OCR-021,OCR识别,提取性别后字段联动,P2,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,OCR 返回 extractedPersonalInfo.gender=男,健康档案中月经状态字段隐藏；其他字段正常,依赖 OCR 结果或 mock
八、病历文档上传 / OCR,✅ 已实现,条件自动化,CX-OCR-022,病历文档,删除文档二次确认取消,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,删除文档二次确认取消,"ocr,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,文档列表或详情点击删除 → 系统确认框点取消,文档仍在列表，详情仍可打开,浏览器 confirm
八、病历文档上传 / OCR,❌ 未实现,需专用账号/破坏性专项,CX-OCR-023,病历文档,删除后刷新持久消失,P1,Med,未实现-需专用账号/破坏性专项,是，测试账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,删除某文档并确认 → 刷新或重新进入健康档案,该文档仍不存在，列表数量减少,会破坏测试数据
八、病历文档上传 / OCR,✅ 已实现,条件自动化,CX-OCR-024,病历文档,详情大图关闭与切换,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,详情大图关闭与切换,"ocr,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击图片打开大图 → 切换/关闭,大图层正常展示对应图片，关闭后回到详情页,ImageLightbox
八、病历文档上传 / OCR,❌ 未实现,半自动/建议手动专项,CX-OCR-025,聊天图片保存,保存聊天报告图片授权 gate,P1,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,对话中上传报告图片触发保存病历建议 → 未授权点击保存,先弹健康档案授权；同意后创建保存任务或完成保存,依赖 medical_document_save_suggestion
八、病历文档上传 / OCR,❌ 未实现,半自动/建议手动专项,CX-OCR-026,聊天图片保存,保存任务去重,P2,Hard,未实现-半自动/建议手动专项,接口/半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,同一聊天图片保存任务重复点击/重复提交,第二次返回已存在/409 或复用任务，不生成重复病历文档,Redis job 去重路径
九、我的材料 /materials,📂 大类,,九、我的材料 /materials,,,,,,,,,,,,,,,
九、我的材料 /materials,✅ 已实现,常规自动化,CX-MAT-001,我的材料,页面进入,P1,Easy,已实现-常规自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,我的材料页面进入,"materials,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,侧边栏点击我的材料,进入 /materials,
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-002,我的材料,沟通卡空状态,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,沟通卡空状态,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,无沟通卡账号进入“我的材料”且停留“我的沟通卡”Tab,显示“暂无已保存的沟通卡”及说明文案,空材料账号
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-003,我的材料,列表展示,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,沟通卡列表展示,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,有沟通卡片账号进入,展示卡片日期、标题、预览,需预置材料
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-004,我的材料,查看详情,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,查看沟通卡详情,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,点击沟通卡片,进入详情页,
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-005,我的材料,编辑卡片,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,编辑沟通卡入口,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击编辑卡片,卡片内容进入可编辑状态,
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-006,我的材料,保存修改,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,保存修改沟通卡,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,修改字段 → 保存修改,保存成功，内容更新,
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-007,我的材料,取消编辑,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,取消编辑沟通卡,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑中点击取消,退出编辑，恢复原内容,
