大类,实现大类,执行/处理类型,测试用例ID,功能模块,子功能,优先级,难度,实现状态,原始自动化建议,推荐运行命令,脚本文件,查看建议,实现标题,Tags,后续建议,测试步骤/描述,预期结果,前置条件/备注
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-031,病历档案,未点添加的自定义药随保存提交,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,未点添加的自定义药随保存提交,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,用药下拉中输入自定义药名但不点添加 → 直接点档案保存,该自定义药仍被提交并显示,handleSave 合并 pendingCustomNames
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-033,病历档案,折叠/取消丢弃未保存变更,P1,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,折叠/取消丢弃未保存变更并退出编辑态,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入编辑修改字段 → 点击取消或折叠箭头,恢复 initialData，未保存内容不出现在摘要,当前实现编辑中点折叠会调用 cancel
八、病历文档上传 / OCR,📂 大类,,八、病历文档上传 / OCR,,,,,,,,,,,,,,,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-001,病历上传,进入上传页,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,进入上传病历页,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,健康档案页点击右上角 + 或上传第一份病历,进入上传病历图片页面,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-002,病历上传,上传页元素,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,上传病历页元素展示,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入上传页,展示拍照、从相册选择、取消,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-003,病历上传,取消上传,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,取消上传病历,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击取消,返回健康档案列表页,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-004,病历上传,选择图片预览,P0,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,选择图片预览,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,设置 JPG/PNG 文件到 file input,图片预览出现,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-005,病历上传,删除图片,P1,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,删除图片,"ocr,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传图片后点击删除,图片预览消失,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-006,病历上传,开始识别按钮,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,开始识别按钮,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传图片后观察页面,显示“开始识别（1张）”,
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-007,病历上传,不支持格式,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历上传不支持格式,"ocr,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传 txt/HEIC/TIFF 等不支持格式,提示不支持图片格式，请转 JPG/PNG,fast 推荐
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-008,病历上传,单张超过 10MB,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历上传单张超过 10MB,"ocr,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传超大图片,提示单张图片不能超过 10MB,需准备大图片
八、病历文档上传 / OCR,✅ 已实现,常规自动化,CX-OCR-009,病历上传,最多 10 张,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历上传最多 10 张,"ocr,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传超过 10 张图片,提示最多上传 10 张，仅保留前 N 张,
八、病历文档上传 / OCR,✅ 已实现,条件自动化,CX-OCR-014,病历文档,查看详情,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,查看病历文档详情,"ocr,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,有文档时点击文档卡片,进入详情页，展示标题、日期、图片,需有文档
八、病历文档上传 / OCR,✅ 已实现,条件自动化,CX-OCR-015,病历文档,图片预览,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历文档图片预览,"ocr,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击病历图片,打开大图预览,
八、病历文档上传 / OCR,✅ 已实现,条件自动化,CX-OCR-022,病历文档,删除文档二次确认取消,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,删除文档二次确认取消,"ocr,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,文档列表或详情点击删除 → 系统确认框点取消,文档仍在列表，详情仍可打开,浏览器 confirm
八、病历文档上传 / OCR,✅ 已实现,条件自动化,CX-OCR-024,病历文档,详情大图关闭与切换,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,详情大图关闭与切换,"ocr,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击图片打开大图 → 切换/关闭,大图层正常展示对应图片，关闭后回到详情页,ImageLightbox
九、我的材料 /materials,📂 大类,,九、我的材料 /materials,,,,,,,,,,,,,,,
九、我的材料 /materials,✅ 已实现,常规自动化,CX-MAT-001,我的材料,页面进入,P1,Easy,已实现-常规自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,我的材料页面进入,"materials,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,侧边栏点击我的材料,进入 /materials,
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-002,我的材料,沟通卡空状态,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,沟通卡空状态,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,无沟通卡账号进入“我的材料”且停留“我的沟通卡”Tab,显示“暂无已保存的沟通卡”及说明文案,空材料账号
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-003,我的材料,列表展示,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,沟通卡列表展示,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,有沟通卡片账号进入,展示卡片日期、标题、预览,需预置材料
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-004,我的材料,查看详情,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,查看沟通卡详情,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,点击沟通卡片,进入详情页,
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-005,我的材料,编辑卡片,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,编辑沟通卡入口,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击编辑卡片,卡片内容进入可编辑状态,
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-006,我的材料,保存修改,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,保存修改沟通卡,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,修改字段 → 保存修改,保存成功，内容更新,
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-007,我的材料,取消编辑,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,取消编辑沟通卡,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑中点击取消,退出编辑，恢复原内容,
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-008,我的材料,返回列表,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,沟通卡详情返回列表,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击返回列表,回到材料列表,
九、我的材料 /materials,✅ 已实现,常规自动化,CX-MAT-009,我的材料,返回聊天,P1,Easy,已实现-常规自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,我的材料返回聊天,"materials,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,列表页点击返回,回到聊天页,
九、我的材料 /materials,✅ 已实现,常规自动化,CX-MAT-010,我的材料,Tab切换,P1,Easy,已实现-常规自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,我的材料 Tab 切换,"materials,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入 /materials → 在“我的沟通卡”和“我的跟练卡”之间切换,选中态正确，列表/空态随 Tab 切换,当前实现双 Tab
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-011,我的材料,跟练卡空状态,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,跟练卡空状态,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,无已保存跟练卡账号进入“我的跟练卡”,显示“暂无已保存的跟练卡”及说明文案,空材料账号
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-012,我的材料,跟练卡列表展示,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,跟练卡列表展示,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,预置已保存跟练方案账号进入“我的跟练卡”,展示保存日期、方案名、副作用/场景、进度和跟练时长,需预置 intervention engagement
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-013,我的材料,跟练卡详情,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,查看跟练卡详情,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,点击一张跟练卡,进入详情并展示干预方案 Inline 卡片，可继续跟练/查看步骤,依赖素材详情可用
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-016,我的材料,沟通卡编辑取消恢复,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,沟通卡编辑取消恢复,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击编辑 → 修改字段 → 点击取消,退出编辑，恢复原始卡片内容,
九、我的材料 /materials,✅ 已实现,常规自动化,CX-MAT-017,我的材料,返回原会话并打开侧栏,P1,Med,已实现-常规自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,我的材料返回原会话并打开侧栏,"materials,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,从某会话侧边栏进入我的材料 → 进入详情再返回列表 → 点击返回,回到原 `/chat/:sessionId` 并重新打开侧边栏,returnSessionId + returnToSettings
十、账号与安全,📂 大类,,十、账号与安全,,,,,,,,,,,,,,,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-001,账号安全,页面进入,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,账号与安全页面进入,"account-security,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,个人信息编辑页 → 点击账号与安全,进入账号与安全页,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-002,账号安全,返回个人信息,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,账号与安全返回个人信息,"account-security,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,账号与安全页点击返回,回到个人信息页,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-003,清空档案,打开清空弹窗,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,打开清空健康档案弹窗,"account-security,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击清空健康档案,弹出二次确认弹窗,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-004,清空档案,取消清空,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,取消清空健康档案弹窗,"account-security,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,弹窗点击取消,弹窗关闭，数据不变,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-006,注销账号,打开注销流程,P2,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,打开注销账号流程,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击注销账号,打开注销账号向导,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-007,注销账号,取消注销,P2,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,取消注销账号流程,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,注销流程点击取消,流程关闭，账号仍可用,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-009,清空档案,发送清空验证码与倒计时,P1,Med,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,发送清空验证码与倒计时,"account-security,medical-purge,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开清空健康档案 → 点击“我已了解，继续”,进入短信验证页，自动发送验证码；重新发送按钮显示60s倒计时,后端 /account/medical/send-code
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-010,清空档案,验证码为空拦截,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,清空验证码为空拦截,"account-security,medical-purge,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入清空验证页不输入验证码,确认清除按钮禁用或提示“请输入验证码”,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-011,清空档案,错误验证码,P1,Med,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,清空健康档案错误验证码,"account-security,medical-purge,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,输入错误验证码 → 确认清除,提示“验证码错误或已过期”，不清空档案,专用账号
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-015,注销账号,风险阅读倒计时,P2,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,注销账号风险阅读倒计时展示,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开注销账号弹窗,继续按钮在10s倒计时结束前不可点，结束后变为“我已阅读，继续”,代码当前为10s；注释写30s，需产品确认
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-016,注销账号,确认短语校验,P2,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,注销账号确认短语校验,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,倒计时后进入短语页，输入非“确认注销”内容,下一步不可点；输入完全匹配后才可进入短信验证,trim 后匹配
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-017,注销账号,注销短信重发倒计时,P2,Med,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,注销短信重发倒计时,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入注销短信验证页,自动发送验证码，重新发送60s内不可点,后端 /account/deletion/send-code
十一、WebView 容器兼容性,📂 大类,,十一、WebView 容器兼容性,,,,,,,,,,,,,,,
十一、WebView 容器兼容性,✅ 已实现,常规自动化,CX-WV-COMPAT-001,WebView兼容,首屏高度与白屏兜底,P0,Easy,已实现-常规自动化,是,pnpm run test:android:webview,src/specs/05-webview-container-fast.spec.ts,运行 pnpm run test:android:webview；代码见 src/specs/05-webview-container-fast.spec.ts,首屏高度与白屏兜底,"smoke,webview,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,在目标 Android WebView 启动登录页/对话页,页面使用完整可视高度，无0高度白屏、无底部异常空白,`--app-height` 100vh/100dvh 兜底
十一、WebView 容器兼容性,✅ 已实现,常规自动化,CX-WV-COMPAT-002,WebView兼容,软键盘不遮挡输入框,P0,Med,已实现-常规自动化,是,pnpm run test:android:webview,src/specs/05-webview-container-fast.spec.ts,运行 pnpm run test:android:webview；代码见 src/specs/05-webview-container-fast.spec.ts,软键盘不遮挡 Chat 输入框,"smoke,webview,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入 /chat 聚焦输入框唤起软键盘 → 输入多行文字,InputBar 跟随键盘上浮；发送按钮可见可点；消息区可滚动,visualViewport 写入 --keyboard-offset
十一、WebView 容器兼容性,✅ 已实现,常规自动化,CX-WV-COMPAT-003,WebView兼容,系统返回层级,P0,Med,已实现-常规自动化,半自动,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,系统返回层级：阅读设置返回 Chat 且不白屏,"webview,compat,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,在健康档案上传页/详情页、材料详情页、阅读设置页按 Android 系统返回,按产品预期回列表/回聊天/关闭侧栏，不直接退出 App 或白屏,需 App 容器返回键策略配合
十一、WebView 容器兼容性,✅ 已实现,常规自动化,CX-WV-COMPAT-004,WebView兼容,深链刷新/重进,P0,Med,已实现-常规自动化,是,pnpm run test:android:webview,src/specs/05-webview-container-fast.spec.ts,运行 pnpm run test:android:webview；代码见 src/specs/05-webview-container-fast.spec.ts,登录态下深链刷新/重进无白屏,"smoke,webview,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,登录态下直接打开或刷新 /chat/:sessionId、/profile?mode=edit、/medical-records,前端路由可恢复；后端静态资源 fallback 正常；无404白屏,BrowserRouter 需服务端 fallback
十一、WebView 容器兼容性,✅ 已实现,原生/Bridge专项,CX-WV-COMPAT-005,WebView文件,相册选择文件,P0,Med,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge,src/specs/10-bridge-native.spec.ts,运行 pnpm run test:android:bridge；代码见 src/specs/10-bridge-native.spec.ts,相册选择文件：真实原生 file chooser 返回图片预览,"bridge,native,file,p0",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,在聊天图片上传或 OCR 上传点击相册/加号,Android WebView 弹出系统文件选择器，选图后 H5 收到 File 并显示预览,需 App 开启 file chooser 支持
十一、WebView 容器兼容性,✅ 已实现,原生/Bridge专项,CX-WV-COMPAT-006,WebView文件,相机拍照 capture,P1,Hard,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge-slow,src/specs/11-bridge-native-slow.spec.ts,运行 pnpm run test:android:bridge-slow；代码见 src/specs/11-bridge-native-slow.spec.ts,相机拍照 capture：真实原生相机返回 OCR 上传预览,"bridge,native,camera,capture,slow,p1",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,OCR 上传页点击“拍照”,打开后置相机或系统拍照入口，拍照返回后显示预览,"`capture=""environment""`，依赖宿主 App 权限"
十一、WebView 容器兼容性,✅ 已实现,原生/Bridge专项,CX-WV-COMPAT-010,WebView交互,复制/长按后输入不被遮挡,P1,Med,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge,src/specs/10-bridge-native.spec.ts,运行 pnpm run test:android:bridge；代码见 src/specs/10-bridge-native.spec.ts,复制/长按后输入不被遮挡且页面仍可交互,"bridge,native-like,clipboard,input,p1",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,复制 AI 回复或长按文本后点击输入框,系统选区层不拦截后续 tap，输入框可聚焦输入,selection guard + onFocus 清理
十二、阅读设置 /reading-settings,📂 大类,,十二、阅读设置 /reading-settings,,,,,,,,,,,,,,,
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-001,阅读设置,页面进入,P0,Easy,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,阅读设置页面进入,"reading,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,侧边栏点击阅读设置,进入 /reading-settings，展示“小/中/大”三档卡片,
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-002,阅读设置,三档切换选中态,P0,Easy,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,阅读设置三档切换选中态,"reading,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,依次点击小/中/大字体,对应卡片显示选中态，其他卡片取消选中,aria-pressed 可辅助断言
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-003,阅读设置,字号持久化,P1,Easy,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,阅读字号持久化,"reading,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,选择“大” → 重启 App/WebView 或刷新页面,仍保持“大”选中态,localStorage `cx-settings`
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-004,阅读设置,聊天与材料字号生效,P1,Med,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,聊天与材料字号 CSS 变量生效,"reading,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,切换字号后返回聊天/材料详情,消息正文、卡片标题/预览字号随 `--font-size-chat` 改变,视觉断言或 computed style
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-005,阅读设置,返回原会话侧栏,P1,Easy,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,阅读设置返回原会话侧栏,"reading,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,从某会话侧边栏进入阅读设置 → 点击返回,回到原会话并重新打开侧边栏,returnSessionId + openSidebar
